"","Occur_date","Occur_weekday","incident","cases","time","location","release","zip","lat","lon"
"517","2020-08-02","Sunday","Information","2020-0282844","14:10","Northport Drive at North Sherman Ave (intersection)","Lt. Harrison Zanders",53704,43.1307892,-89.3635102
"518","2020-08-02","Sunday","Weapons Violation","2020-0283151","18:46","1700 Block of Ellen Ave","Lt. Harrison Zanders",53716,43.0747614,-89.2887653
"519","2020-08-02","Sunday","Robbery","2020-282353","02:13","2901 Dryden Dr (McDonalds)","Lt. Kipp Hartman",53704,43.1284458,-89.3588154
"520","2020-08-01","Saturday","Sexual Assault","2020-287043","03:00","Tree Lane","PIO Joel Despain",53717,43.0639177,-89.5110919
"521","2020-08-01","Saturday","Weapons Violation","2020-282121","22:16","1000 block of S Thompson Dr","Lt. Kipp Hartman",53716,43.0843848,-89.286557
"522","2020-08-01","Saturday","Weapons Violation","2020-281064","03:42","Balsam Rd. and Leland Dr.","Sgt. Kurt Wege",53711,43.0305523,-89.4788958
"523","2020-08-01","Saturday","Weapons Violation","2020-280968","00:52","800 block of Stewart St.","Sgt. Kurt Wege",53713,43.0299906,-89.3946719
"524","2020-08-01","Saturday","Weapons Violation","2020-280917","00:10","400 block John Nolen Dr.","Sgt. Kurt Wege",53715,43.0590733,-89.3846253
"525","2020-08-01","Saturday","Weapons Violation","2020-280917","00:10","400 block John Nolen Dr.","Sgt. Kurt Wege",53715,43.0590733,-89.3846253
"526","2020-07-31","Friday","Weapons Violation","2020-02800503","18:40","500 Block N. Oak Street","Lt. Harrison Zanders",53704,43.1052179,-89.3431052
"527","2020-07-31","Friday","Weapons Violation","2020-0280389","17:26","4200 Block of Portland Parkway","Lt. Harrison Zanders",53714,43.0966202,-89.3125817
"528","2020-07-30","Thursday","Weapons Violation","2020-277955","03:18","600 block State Street","PIO Joel Despain",53703,43.0749014,-89.3953941
"529","2020-07-30","Thursday","Murder/Homicide","2020-00279142","21:00","3000 Block of Dorchester Way (Single Family Residence)","Sgt. Richard Wipperfurth",53719,43.0184605,-89.4849515
"530","2020-07-30","Thursday","Weapons Violation","2020-0279039","19:29","700 block Braxton Place","Lt. Harrison Zanders",53715,43.0666663,-89.3987916
"531","2020-07-29","Wednesday","Suspicious Person","2020-276854","10:30","Leland Dr. (Raymond Rd.)","PIO Joel Despain",53711,43.0301415,-89.4797788
"532","2020-07-29","Wednesday","Weapons Violation","2020-0277403","19:02","Aberg Ave at E. Washington Ave (Entry Ramp to E. Wash Ave)","Lt. Harrison Zanders",53704,43.1020817,-89.3459849
"533","2020-07-28","Tuesday","Theft","2020-275670","15:11","E. Main St. (Capitol Square)","PIO Joel Despain",NA,43.0839638,-89.3686885
"534","2020-07-28","Tuesday","Information","2020-275706","15:34","Jupiter Drive","PIO Joel Despain",53718,43.0887731,-89.2825004
"535","2020-07-28","Tuesday","Sexual Assault","2020-275991","21:22","W. Wingra Dr.","PIO Joel Despain",NA,43.0493333,-89.3952343
"536","2020-07-28","Tuesday","Weapons Violation","2020-275769","16:12","5500 Block Burke Rd","Javier Loredo",53718,43.1358942,-89.2810662
"537","2020-07-28","Tuesday","Traffic Incident","2020-275047","07:28","5100 block Great Gray Dr.","PIO Joel Despain",53718,43.0365298,-89.2947228
"538","2020-07-28","Tuesday","Traffic Incident","2020-274874","01:03","1200 block S Whitney Way","Lt. Kipp Hartman",53711,43.0415806,-89.4776247
"539","2020-07-28","Tuesday","Traffic Incident","2020-274874","01:03","1200 block S Whitney Way","Lt. Kipp Hartman",53711,43.0415806,-89.4776247
"540","2020-07-27","Monday","Theft","2020-274176","15:45","Maple Grove Drive","PIO Joel Despain",NA,43.0104161,-89.4990101
"541","2020-07-26","Sunday","Weapons Violation","2020-274707","21:50","2700 block of Crest Line Dr","Lt. Kipp Hartman",53704,43.1335718,-89.3127234
"542","2020-07-25","Saturday","Non-Residential Burglary","2020-272822","15:30","3245 E. Washington Ave. (Ridgeway Church)","PIO Joel Despain",53704,43.1104985,-89.3334792
"543","2020-07-25","Saturday","Murder/Homicide","2020-271958","21:36","Schroeder Rd / Chapel Hill","Lt. Kipp Hartman",53711,43.046276,-89.4938641
"544","2020-07-25","Saturday","Weapons Violation","2020-271906","21:04","4900 block Allis Ave","Lt. Harrison Zanders",53716,43.0712648,-89.3129552
"545","2020-07-24","Friday","Residential Burglary","2020-269423","04:14","Council Crest","PIO Joel Despain",53711,43.0486219,-89.4430574
"546","2020-07-24","Friday","Weapons Violation","2020-0270282","18:19","4100 Block East Washington Ave (Roadway)","Lt. Harrison Zanders",53704,43.1248971,-89.3139436
"547","2020-07-24","Friday","Weapons Violation","2020-269430","04:00","John Nolen / Olin Ave","Lt. Kipp Hartman",53713,43.0511464,-89.3780802
"548","2020-07-23","Thursday","Residential Burglary","2020-268240","10:30","5000 block South Hill Dr.","PIO Joel Despain",53705,43.0637793,-89.4632391
"549","2020-07-23","Thursday","Intoxicated/Impaired Driver","2020-268957","19:49","Commercial Ave. (at Felland Rd.)","PIO Joel Despain",NA,43.1068915,-89.3256967
"550","2020-07-23","Thursday","Weapons Violation","2020-0268734","16:37","2800 Block E. Washington Ave (Strip Mall)","Lt. Harrison Zanders",53704,43.1027331,-89.3457608
"551","2020-07-23","Thursday","Weapons Violation","2020-00267833","00:31","5300 Block of Tolman Ter","Sgt. Richard Wipperfurth",53711,43.0370934,-89.4705338
"552","2020-07-22","Wednesday","Battery","2020-267815","23:57","1818 Portage Rd. (Reindahl Park)","PIO Joel Despain",53704,43.1239217,-89.3147975
"553","2020-07-22","Wednesday","Robbery","2020-00267815","23:58","1818 Portage Rd (Reindahl Park)","Sgt. Richard Wipperfurth",53704,43.1239217,-89.3147975
"554","2020-07-22","Wednesday","Robbery","2020-00267815","23:58","1818 Portage Rd (Reindahl Park)","Sgt. Richard Wipperfurth",53704,43.1239217,-89.3147975
"555","2020-07-22","Wednesday","Traffic Incident","2020-00267514","19:43","E. Dayton St and N. Pinckney St (Intersection)","Sgt. Richard Wipperfurth",53703,43.0770219,-89.3849882
"556","2020-07-22","Wednesday","Theft","2020-00267602","20:45","4300 Block East Towne Blvd","Sgt. Richard Wipperfurth",53704,43.125239,-89.3090481
"557","2020-07-21","Tuesday","Theft","2020-903551","23:15","Knickerbocker St.","PIO Joel Despain",53711,43.0572554,-89.4288249
"558","2020-07-21","Tuesday","Damaged Property","2020-265943","17:08","2000 block Greenway Cross","PIO Joel Despain",53713,43.0309294,-89.4146382
"559","2020-07-21","Tuesday","Robbery","2020-266308","22:17","4802 E. Washington Ave (Cajun Seafood Restaurant)","Sgt. Ryan Gibson",53704,43.1333449,-89.3024115
"560","2020-07-21","Tuesday","Robbery","2020-266220","20:50","1798 Thierer Rd (Denny's Restaurant)","Sgt. Ryan Gibson",53704,43.1231134,-89.3142812
"561","2020-07-21","Tuesday","Intoxicated/Impaired Driver","2020-265136","04:24","5217 East Terrace Dr.","PIO Joel Despain",53718,43.143229,-89.2905861
"562","2020-07-21","Tuesday","Traffic Incident","2020-265509","11:41","600 block N. Midvale Blvd.","PIO Joel Despain",53705,43.072869,-89.4519649
"563","2020-07-21","Tuesday","Traffic Incident","2020-265190","06:33","Fish Hatchery Road / N. Wingra Drive","Lt. David Jugovich",53713,43.0502978,-89.399947
"564","2020-07-21","Tuesday","Weapons Violation","2020-261523","03:46","S Fair Oaks Ave and Atwood Ave","Sgt. Ryan Gibson",53704,43.0937786,-89.3408817
"565","2020-07-21","Tuesday","Weapons Violation","2020-261523","03:46","S Fair Oaks Ave and Atwood Ave","Sgt. Ryan Gibson",53704,43.0937786,-89.3408817
"566","2020-07-20","Monday","Intoxicated/Impaired Driver","2020-264534","17:00","4700 block Hayes Rd.","PIO Joel Despain",53704,43.1420997,-89.3012856
"567","2020-07-20","Monday","Traffic Incident","2020-264566","17:36","N. Baldwin St. (at East Washington Ave.)","PIO Joel Despain",53703,43.0896761,-89.3693387
"568","2020-07-20","Monday","Robbery","2020-263574","01:00","452 State Street (Peace Park)","PIO Joel Despain",53703,43.074956,-89.3927755
"569","2020-07-20","Monday","Weapons Violation","2020-263663","03:53","200 block Acewood Blvd.","PIO Joel Despain",53714,43.0952999,-89.3025593
"570","2020-07-19","Sunday","Weapons Violation","2020-263452","23:07","3000 block Tucson Trail","PIO Joel Despain",53719,43.0202212,-89.512541
"571","2020-07-19","Sunday","Residential Burglary","2020-262433","06:20","Timberwood Drive","PIO Joel Despain",53719,43.0150916,-89.5072792
"572","2020-07-19","Sunday","Disturbance","2020-263074","17:30","400 block E. Wilson St.","PIO Joel Despain",53703,43.0754426,-89.3776578
"573","2020-07-19","Sunday","Robbery","2020-262641","11:11","744 Williamson Street (Ground Zero Coffee)","Lt. David Jugovich",53703,43.0781243,-89.3721438
"574","2020-07-18","Saturday","Fraud","2020-903453","13:15","Knickerbocker St.","PIO Joel Despain",53711,43.0572554,-89.4288249
"575","2020-07-18","Saturday","Drug Investigation","2020-261026","01:53","415 N. Lake St. (Lake Street Ramp)","PIO Joel Despain",53715,43.0742005,-89.3969006
"576","2020-07-18","Saturday","Attempted Homicide","2020-00261802","18:52","3500 block Ridgeway Ave.","Sgt. Kimberly Alan",53704,43.1152146,-89.3294138
"577","2020-07-18","Saturday","Robbery","2020-000261104","05:09","3710 E. Washington Avenue (Walgreens)","David Jugovich",53704,43.1181315,-89.3239695
"578","2020-07-18","Saturday","Traffic Incident","2020-000261159","07:41","1900 Thackeray Drive","David Jugovich",53704,43.1320097,-89.3593212
"579","2020-07-17","Friday","Intoxicated/Impaired Driver","2020-260802","22:11","Starr Court","PIO Joel Despain",53711,43.0351946,-89.4899811
"580","2020-07-17","Friday","Battery","2020-260157","14:00","Maple Wood Lane","PIO Joel Despain",53704,43.1142523,-89.3649707
"581","2020-07-17","Friday","Weapons Violation","2020-259780","09:55","1300 block Forster Dr.","PIO Joel Despain",53704,43.1311995,-89.3757496
"582","2020-07-17","Friday","Residential Burglary","2020-259569","05:30","Havey Road","PIO Joel Despain",53704,43.1410327,-89.3829512
"583","2020-07-17","Friday","Battery","2020-259478","02:14","University Ave. (at N. Lake St.)","PIO Joel Despain",NA,43.0800682,-89.4725036
"584","2020-07-17","Friday","Residential Burglary","2020-259456","01:46","1100 block Artisan Dr","Sgt. Ryan Gibson",53704,43.1141341,-89.2975128
"585","2020-07-17","Friday","Residential Burglary","2020-259456","01:46","1100 block Artisan Dr","Sgt. Ryan Gibson",53704,43.1141341,-89.2975128
"586","2020-07-16","Thursday","Missing Juvenile","2020-259464","12:00","Sonora Court","PIO Joel Despain",53719,43.0182597,-89.512053
"587","2020-07-16","Thursday","Drug Investigation","2020-161449","14:46","Craig Ave.","PIO Joel Despain",53705,43.0770137,-89.472063
"588","2020-07-16","Thursday","Weapons Violation","2020-295328","23:50","4400 block Milwaukee Ave","Sgt. Ryan Gibson",53714,43.0987369,-89.30753
"589","2020-07-15","Wednesday","Sexual Assault","2020-267468","04:00","Toribrooke Lane","PIO Joel Despain",53719,43.01507,-89.4947883
"590","2020-07-15","Wednesday","Weapons Violation","2020-257056","12:23","Watts Rd. (at Gammon Rd.)","PIO Joel Despain",NA,43.0505816,-89.5095931
"591","2020-07-15","Wednesday","Intoxicated/Impaired Driver","2020-257068","12:30","1200 block E. Wilson St.","PIO Joel Despain",53703,43.0848435,-89.364518
"592","2020-07-15","Wednesday","Robbery","2020-257175","13:49","237 West Towne Mall (Dick's Sporting Goods)","PIO Joel Despain",53719,43.0562545,-89.5075103
"593","2020-07-15","Wednesday","Theft","2020-256727","05:30","School Road","PIO Joel Despain",53704,43.1407902,-89.3829608
"594","2020-07-14","Tuesday","Traffic Incident","2020-255595","11:47","Gammon Lane","PIO Joel Despain",53719,43.0416329,-89.5033397
"595","2020-07-14","Tuesday","Fight (In Progress)","2020-256449","21:53","3000 block of Darbo Dr","Lt. Kipp Hartman",53714,43.1035366,-89.3407452
"596","2020-07-13","Monday","Theft","2020-257255","14:36","West Towne Mall","PIO Joel Despain",53719,43.0573878,-89.5059068
"597","2020-07-13","Monday","Attempted Homicide","2020-0254707","18:38","Leland Dr / Balsam Rd","Sgt. Blake Hoefs",53711,43.0301415,-89.4797788
"598","2020-07-13","Monday","Weapons Violation","2020-254344","14:30","Seminole Highway (at West Beltline Highway)","PIO Joel Despain",NA,43.0316651,-89.4451357
"599","2020-07-13","Monday","Information","2020-253723","05:24","452 State Street (Peace Park)","PIO Joel Despain",53703,43.074956,-89.3927755
"600","2020-07-12","Sunday","Weapons Violation","2020-252454","01:09","3000 block E. Washington Ave","Sgt. Ryan Gibson",53704,43.1038908,-89.342796
"601","2020-07-12","Sunday","Exposure","2020-254290","15:38","201 Junction Rd. (Target)","PIO Joel Despain",53717,43.0631218,-89.5244275
"602","2020-07-12","Sunday","Residential Burglary","2020-253584","23:55","500 block of Woodward Dr","Sgt. Ryan Gibson",53704,43.129977,-89.3904712
"603","2020-07-12","Sunday","Weapons Violation","2020-252532","03:31","Madison area hospital","Sgt. Ryan Gibson",53715,43.0586147,-89.4038542
"604","2020-07-11","Saturday","Residential Burglary","2020-252309","22:45","1900 block Sheridan St","Sgt. Ryan Gibson",53704,43.12112,-89.3593776
"605","2020-07-11","Saturday","Residential Burglary","2020-252309","22:45","1900 block Sheridan St","Sgt. Ryan Gibson",53704,43.12112,-89.3593776
"606","2020-07-11","Saturday","Weapons Violation","2020-00251182","04:01","2300 block Revival Rdg","Sgt. Benjamin Schwarz",53711,43.0282445,-89.4584532
"607","2020-07-11","Saturday","Weapons Violation","2020-00251009","00:18","2300 block Allied Dr","Sgt. Benjamin Schwarz",53711,43.0289256,-89.4597532
"608","2020-07-10","Friday","Battery","2020-250842","21:00","Hammersley Rd.","PIO Joel Despain",NA,43.0391442,-89.4753927
"609","2020-07-10","Friday","Residential Burglary","2020-249613","06:57","N. Yellowstone Dr.","PIO Joel Despain",53705,43.0710541,-89.4948952
"610","2020-07-10","Friday","Information","2020-249805","10:14","Brynwood Dr.","PIO Joel Despain",53716,43.0754795,-89.3045563
"611","2020-07-09","Thursday","Battery","2020-248966","17:50","3817 Milwaukee St. (Woodman's parking lot)","PIO Joel Despain",53714,43.0968075,-89.3189585
"612","2020-07-09","Thursday","Missing Adult","2020-00249172","16:30","200 s park st","Sgt. Benjamin Schwarz",53715,43.0660848,-89.4010055
"613","2020-07-09","Thursday","Attempted Homicide","2020-248601","13:38","452 State Street (Peace Park)","PIO Joel Despain",53703,43.074956,-89.3927755
"614","2020-07-09","Thursday","Information","2020-96255","15:15","1710 McKenna Blvd. (Madison Police West District)","PIO Joel Despain",53711,43.0336467,-89.4976197
"615","2020-07-09","Thursday","Residential Burglary","2020-248120","07:00","Lincoln Street","PIO Joel Despain",53711,43.0617889,-89.4183246
"616","2020-07-09","Thursday","Robbery","2020-248217","08:45","4518 Cottage Grove Rd. (Walgreens parking lot)","PIO Joel Despain",53714,43.0846673,-89.3037889
"617","2020-07-09","Thursday","Weapons Violation","2020-248038","02:56","7900 block of Tree Lane","Lt. Kipp Hartman",53717,43.0638411,-89.5196882
"618","2020-07-08","Wednesday","Residential Burglary","2020-246579","04:10","Carberry St.","PIO Joel Despain",53704,43.1450171,-89.3075494
"619","2020-07-07","Tuesday","Residential Burglary","2020-246333","21:30","300 block E. Mifflin St.","PIO Joel Despain",53703,43.0776345,-89.3823373
"620","2020-07-07","Tuesday","Robbery","2020-246226","19:56","300 block N. Brooks St.","PIO Joel Despain",53715,43.0721362,-89.4024519
"621","2020-07-07","Tuesday","Weapons Violation","2020-246446","23:57","5000 Block of Milwaukee St","Lt. Kipp Hartman",53714,43.0989128,-89.2971057
"622","2020-07-07","Tuesday","Weapons Violation","2020-246446","23:57","5000 Block of Milwaukee St","Lt. Kipp Hartman",53714,43.0989128,-89.2971057
"623","2020-07-07","Tuesday","Robbery","2020-245245","06:00","S. High Point Rd. (at Welton Dr.)","PIO Joel Despain",NA,43.0417309,-89.5180282
"624","2020-07-07","Tuesday","Weapons Violation","2020-245301","07:49","1300 block Loreenn Dr.","PIO Joel Despain",53711,43.0391229,-89.487352
"625","2020-07-07","Tuesday","Weapons Violation","2020-245172","02:31","5300 block Milwaukee St","Sgt. Ryan Gibson",53714,43.0989849,-89.2908843
"626","2020-07-07","Tuesday","Weapons Violation","2020-245158","02:04","6200 block Putnam Rd","Sgt. Ryan Gibson",53711,43.0232079,-89.4891328
"627","2020-07-07","Tuesday","Weapons Violation","2020-245147","01:45","Fisher Street and Buick Ave","Sgt. Ryan Gibson",53713,43.0417097,-89.3920599
"628","2020-07-06","Monday","Weapons Violation","2020-245089","11:30","S. Gammon Rd. (at West Beltline Highway)","PIO Joel Despain",NA,43.0489742,-89.503249
"629","2020-07-06","Monday","Weapons Violation","2020-244286","14:08","829 W. Washington Ave. (Brittingham Park)","PIO Joel Despain",53715,43.0635716,-89.3986923
"630","2020-07-06","Monday","Robbery","2020-244715","19:05","1101 North Sherman Ave. (Capitol Petro)","PIO Joel Despain",53704,43.1118184,-89.3632612
"631","2020-07-06","Monday","Weapons Violation","2020-243635","00:57","Spaanem Ave and Ruth St","Lt. Kipp Hartman",53716,43.0698787,-89.3155603
"632","2020-07-05","Sunday","Weapons Violation","2020-243551","23:25","1500 block Troy Dr.","PIO Joel Despain",53704,43.1332953,-89.3690964
"633","2020-07-05","Sunday","Residential Burglary","2020-242593","07:36","Arden Lane","PIO Joel Despain",53711,43.0449245,-89.4964592
"634","2020-07-05","Sunday","Intoxicated/Impaired Driver","2020-242879","14:00","East Washington Ave. Frontage Rd. (near Zeier Rd.)","PIO Joel Despain",53704,43.131513,-89.3038845
"635","2020-07-05","Sunday","Weapons Violation","2020-243424","21:17","1300 block Mendota Street","PIO Joel Despain",53714,43.116193,-89.3172592
"636","2020-07-05","Sunday","Weapons Violation","2020-243424","21:17","1300 block Mendota Street","PIO Joel Despain",53714,43.116193,-89.3172592
